# Citation information for the selected data product for each site selected.
# Newly published BASE and FLUXNET data products may not yet have a DOI for citation. Check the site's AmeriFlux Site Info webpage in a few days.
# Read more information about citing AmeriFlux data at the Data Policy webpage: https://ameriflux.lbl.gov/data/data-policy
# Citation information can also be acquired by making a Site Set (https://ameriflux.lbl.gov/sites/site-sets/) for your downloaded sites and use the "Download for Set: DOIs as ASCII" feature to acquire a list of DOI citations.
# Citation information can also be found on each site's AmeriFlux Site Info webpage. Access Site Info pages via Site Search: https://ameriflux.lbl.gov/sites/site-search/
site_id,author,title,publication_year,publisher,doi,doi_url,citation
"US-CMW","Scott, Russell L.; Huxman, Travis E.; Barron‐Gafford, Greg A.; Darrel Jenerette, G.; Young, Jessica M.; Hamerlynck, Erik P.","When vegetation change alters ecosystem water availability","2014","Wiley","10.1111/GCB.12511","http://doi.org/10.1111/GCB.12511","Scott, R. L., Huxman, T. E., Barron‐Gafford, G. A., Darrel Jenerette, G., Young, J. M., Hamerlynck, E. P. (2014) When vegetation change alters ecosystem water availability, Global Change Biology, 20(7), 2198-2210"
"US-CN1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Cop","Bowling, David","AmeriFlux BASE US-Cop Corral Pocket, Ver. 2-5","2019","AmeriFlux AMP","10.17190/AMF/1246129","http://doi.org/10.17190/AMF/1246129","David Bowling (2019), AmeriFlux BASE US-Cop Corral Pocket, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246129"
"US-CPk","Ewers, Brent; Bretfeld, Mario; Pendall, Elise","AmeriFlux BASE US-CPk Chimney Park, Ver. 2-1","2016","AmeriFlux AMP","10.17190/AMF/1246150","http://doi.org/10.17190/AMF/1246150","Brent Ewers, Mario Bretfeld, Elise Pendall (2016), AmeriFlux BASE US-CPk Chimney Park, Ver. 2-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246150"
"US-CRK","Noormets, Asko","AmeriFlux BASE US-CRK Davy Crockett National Forest, Ver. 5-5","2024","AmeriFlux AMP","10.17190/AMF/2204055","http://doi.org/10.17190/AMF/2204055","Asko Noormets (2024), AmeriFlux BASE US-CRK Davy Crockett National Forest, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2204055"
"US-CRT","Chu, Housen; Chen, Jiquan; Gottgens, Johan F.; Ouyang, Zutao; John, Ranjeet; Czajkowski, Kevin; Becker, Richard","Net ecosystem methane and carbon dioxide exchanges in a Lake Erie coastal marsh and a nearby cropland","2014","American Geophysical Union (AGU)","10.1002/2013JG002520","http://doi.org/10.1002/2013JG002520","Chu, H., Chen, J., Gottgens, J. F., Ouyang, Z., John, R., Czajkowski, K., Becker, R. (2014) Net ecosystem methane and carbon dioxide exchanges in a Lake Erie coastal marsh and a nearby cropland, Journal of Geophysical Research: Biogeosciences, 119(5), 722-740"
"US-CS1","Desai, Ankur","AmeriFlux BASE US-CS1 Central Sands Irrigated Agricultural Field, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1617710","http://doi.org/10.17190/AMF/1617710","Ankur Desai (2023), AmeriFlux BASE US-CS1 Central Sands Irrigated Agricultural Field, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617710"
"US-CS2","Desai, Ankur","AmeriFlux BASE US-CS2 Tri county school Pine Forest, Ver. 5-5","2023","AmeriFlux AMP","10.17190/AMF/1617711","http://doi.org/10.17190/AMF/1617711","Ankur Desai (2023), AmeriFlux BASE US-CS2 Tri county school Pine Forest, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617711"
"US-CS3","Desai, Ankur","AmeriFlux BASE US-CS3 Central Sands Irrigated Agricultural Field, Ver. 4-5","2023","AmeriFlux AMP","10.17190/AMF/1617713","http://doi.org/10.17190/AMF/1617713","Ankur Desai (2023), AmeriFlux BASE US-CS3 Central Sands Irrigated Agricultural Field, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617713"
"US-CS4","Desai, Ankur","AmeriFlux BASE US-CS4 Central Sands Irrigated Agricultural Field, Ver. 4-5","2023","AmeriFlux AMP","10.17190/AMF/1756417","http://doi.org/10.17190/AMF/1756417","Ankur Desai (2023), AmeriFlux BASE US-CS4 Central Sands Irrigated Agricultural Field, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1756417"
"US-CS5","Desai, Ankur","AmeriFlux BASE US-CS5 Central Sands Irrigated Agricultural Field, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1846663","http://doi.org/10.17190/AMF/1846663","Ankur Desai (2022), AmeriFlux BASE US-CS5 Central Sands Irrigated Agricultural Field, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1846663"
"US-CS6","Desai, Ankur","AmeriFlux BASE US-CS6 Central Sands Irrigated Agricultural Field, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001297","http://doi.org/10.17190/AMF/2001297","Ankur Desai (2023), AmeriFlux BASE US-CS6 Central Sands Irrigated Agricultural Field, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001297"
"US-CS7","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-CS8","Desai, Ankur","AmeriFlux BASE US-CS8 Central Sands Irrigated Agricultural Field, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/2001298","http://doi.org/10.17190/AMF/2001298","Ankur Desai (2023), AmeriFlux BASE US-CS8 Central Sands Irrigated Agricultural Field, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001298"
"US-Cst","Novick, Kim","AmeriFlux BASE US-Cst Crossett Experimental Forest, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1902275","http://doi.org/10.17190/AMF/1902275","Kim Novick (2022), AmeriFlux BASE US-Cst Crossett Experimental Forest, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1902275"
"US-CwG","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Cwt","Oishi, A. Christopher","AmeriFlux BASE US-Cwt Coweeta, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1671890","http://doi.org/10.17190/AMF/1671890","A. Christopher Oishi (2020), AmeriFlux BASE US-Cwt Coweeta, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671890"
"US-DBk","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-DCS","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-DFC","Duff, Alison; Desai, Ankur","AmeriFlux BASE US-DFC US Dairy Forage Research Center, Prairie du Sac, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1660340","http://doi.org/10.17190/AMF/1660340","Alison Duff, Ankur Desai (2023), AmeriFlux BASE US-DFC US Dairy Forage Research Center, Prairie du Sac, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660340"
"US-DFK","Duff, Alison; Desai, Ankur; Risso, Valentin Picasso","AmeriFlux BASE US-DFK Dairy Forage Research Center - Kernza, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1825937","http://doi.org/10.17190/AMF/1825937","Alison Duff, Ankur Desai, Valentin Picasso Risso (2021), AmeriFlux BASE US-DFK Dairy Forage Research Center - Kernza, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1825937"
"US-Dia","DuBois, Sean; Desai, Ankur R.; Singh, Aditya; Serbin, Shawn P.; Goulden, Michael L.; Baldocchi, Dennis D.; Ma, Siyan; Oechel, Walter C.; Wharton, Sonia; Kruger, Eric L.; Townsend, Philip A.","Using imaging spectroscopy to detect variation in terrestrial ecosystem productivity across a water‐stressed landscape","2018","Wiley","10.1002/EAP.1733","http://doi.org/10.1002/EAP.1733","DuBois, S., Desai, A. R., Singh, A., Serbin, S. P., Goulden, M. L., Baldocchi, D. D., Ma, S., Oechel, W. C., Wharton, S., Kruger, E. L., Townsend, P. A. (2018) Using imaging spectroscopy to detect variation in terrestrial ecosystem productivity across a water‐stressed landscape, Ecological Applications, 28(5), 1313-1324"
"US-Dix","Clark, Ken","AmeriFlux BASE US-Dix Fort Dix, Ver. 2-1","2016","AmeriFlux AMP","10.17190/AMF/1246045","http://doi.org/10.17190/AMF/1246045","Ken Clark (2016), AmeriFlux BASE US-Dix Fort Dix, Ver. 2-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246045"
"US-Dk1","Oishi, Chris; Novick, Kim; Stoy, Paul","AmeriFlux BASE US-Dk1 Duke Forest-open field, Ver. 4-5","2018","AmeriFlux AMP","10.17190/AMF/1246046","http://doi.org/10.17190/AMF/1246046","Chris Oishi, Kim Novick, Paul Stoy (2018), AmeriFlux BASE US-Dk1 Duke Forest-open field, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246046"
"US-Dk2","Oishi, Chris; Novick, Kim; Stoy, Paul","AmeriFlux BASE US-Dk2 Duke Forest-hardwoods, Ver. 4-5","2018","AmeriFlux AMP","10.17190/AMF/1246047","http://doi.org/10.17190/AMF/1246047","Chris Oishi, Kim Novick, Paul Stoy (2018), AmeriFlux BASE US-Dk2 Duke Forest-hardwoods, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246047"
"US-Dk3","Oishi, Chris; Novick, Kim; Stoy, Paul","AmeriFlux BASE US-Dk3 Duke Forest - loblolly pine, Ver. 4-5","2018","AmeriFlux AMP","10.17190/AMF/1246048","http://doi.org/10.17190/AMF/1246048","Chris Oishi, Kim Novick, Paul Stoy (2018), AmeriFlux BASE US-Dk3 Duke Forest - loblolly pine, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246048"
"US-Dmg","Arias-Ortiz, Ariane; Baldocchi, Dennis","AmeriFlux BASE US-Dmg Dutch Slough Marsh Gilbert Tract, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/1964086","http://doi.org/10.17190/AMF/1964086","Ariane Arias-Ortiz, Dennis Baldocchi (2024), AmeriFlux BASE US-Dmg Dutch Slough Marsh Gilbert Tract, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1964086"
"US-DPP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-DPW","Hinkle, Charles Ross; Bracho, Rosvel","AmeriFlux BASE US-DPW Disney Wilderness Preserve Wetland, Ver. 1-5","2019","AmeriFlux AMP","10.17190/AMF/1562387","http://doi.org/10.17190/AMF/1562387","Charles Ross Hinkle, Rosvel Bracho (2019), AmeriFlux BASE US-DPW Disney Wilderness Preserve Wetland, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562387"
"US-DS3","Schuppenhauer, Michael R.; Biraud, Sebastien C.; Deverel, Steve; Chan, Stephen","AmeriFlux BASE US-DS3 Staten Rice 1, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1890490","http://doi.org/10.17190/AMF/1890490","Michael R. Schuppenhauer, Sebastien C. Biraud, Steve Deverel, Stephen Chan (2023), AmeriFlux BASE US-DS3 Staten Rice 1, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1890490"
"US-EA4","McKinney, Tyson","AmeriFlux BASE US-EA4 EAA Field Research Park Woodland, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2315767","http://doi.org/10.17190/AMF/2315767","Tyson McKinney (2024), AmeriFlux BASE US-EA4 EAA Field Research Park Woodland, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2315767"
"US-EA5","McKinney, Tyson","AmeriFlux BASE US-EA5 Uvalde Ranch Mesquite Woodland, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/2204056","http://doi.org/10.17190/AMF/2204056","Tyson McKinney (2024), AmeriFlux BASE US-EA5 Uvalde Ranch Mesquite Woodland, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2204056"
"US-EA6","McKinney, Tyson","AmeriFlux BASE US-EA6 Camp Wood Shield Ranch Oak Savannah, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2315768","http://doi.org/10.17190/AMF/2315768","Tyson McKinney (2024), AmeriFlux BASE US-EA6 Camp Wood Shield Ranch Oak Savannah, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2315768"
"US-EDN","Oikawa, Patty","AmeriFlux BASE US-EDN Eden Landing Ecological Reserve, Ver. 3-5","2024","AmeriFlux AMP","10.17190/AMF/1543381","http://doi.org/10.17190/AMF/1543381","Patty Oikawa (2024), AmeriFlux BASE US-EDN Eden Landing Ecological Reserve, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1543381"
"US-EKH","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-EKN","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-EKP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-EKY","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Elm","Starr, Gregory; Oberbauer, Steve","AmeriFlux BASE US-Elm Everglades (long hydroperiod marsh), Ver. 5-5","2024","AmeriFlux AMP","10.17190/AMF/1246118","http://doi.org/10.17190/AMF/1246118","Gregory Starr, Steve Oberbauer (2024), AmeriFlux BASE US-Elm Everglades (long hydroperiod marsh), Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246118"
"US-EML","Belshe, E. F.; Schuur, E. A. G.; Bolker, B. M.; Bracho, R.","Incorporating spatial heterogeneity created by permafrost thaw into a landscape carbon estimate","2012","American Geophysical Union (AGU)","10.1029/2011JG001836","http://doi.org/10.1029/2011JG001836","Belshe, E. F., Schuur, E. A. G., Bolker, B. M., Bracho, R. (2012) Incorporating spatial heterogeneity created by permafrost thaw into a landscape carbon estimate, Journal of Geophysical Research: Biogeosciences, 117(G1)"
"US-EPM","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Esm","Starr, Gregory; Oberbauer, Steve","AmeriFlux BASE US-Esm Everglades (short hydroperiod marsh), Ver. 5-1","2016","AmeriFlux AMP","10.17190/AMF/1246119","http://doi.org/10.17190/AMF/1246119","Gregory Starr, Steve Oberbauer (2016), AmeriFlux BASE US-Esm Everglades (short hydroperiod marsh), Ver. 5-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246119"
"US-EvM","Starr, Gregory; Oberbuer, Steven F.","AmeriFlux BASE US-EvM Everglades Saltwater intrusion marsh, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/2229155","http://doi.org/10.17190/AMF/2229155","Gregory Starr, Steven F. Oberbuer (2024), AmeriFlux BASE US-EvM Everglades Saltwater intrusion marsh, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2229155"
"US-FBE","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Fcr","Ueyama, Masahito; Iwata, Hiroki; Harazono, Yoshinobu","AmeriFlux BASE US-Fcr Cascaden Ridge Fire Scar, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1562388","http://doi.org/10.17190/AMF/1562388","Masahito Ueyama, Hiroki Iwata, Yoshinobu Harazono (2023), AmeriFlux BASE US-Fcr Cascaden Ridge Fire Scar, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562388"
"US-Fmf","Dore, Sabina; Kolb, Thomas","AmeriFlux BASE US-Fmf Flagstaff - Managed Forest, Ver. 6-5","2019","AmeriFlux AMP","10.17190/AMF/1246050","http://doi.org/10.17190/AMF/1246050","Sabina Dore, Thomas Kolb (2019), AmeriFlux BASE US-Fmf Flagstaff - Managed Forest, Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246050"
"US-Fuf","Dore, Sabina; Kolb, Thomas","AmeriFlux BASE US-Fuf Flagstaff - Unmanaged Forest, Ver. 6-5","2019","AmeriFlux AMP","10.17190/AMF/1246051","http://doi.org/10.17190/AMF/1246051","Sabina Dore, Thomas Kolb (2019), AmeriFlux BASE US-Fuf Flagstaff - Unmanaged Forest, Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246051"
"US-Fwf","Dore, Sabina; Kolb, Thomas","AmeriFlux BASE US-Fwf Flagstaff - Wildfire, Ver. 8-5","2019","AmeriFlux AMP","10.17190/AMF/1246052","http://doi.org/10.17190/AMF/1246052","Sabina Dore, Thomas Kolb (2019), AmeriFlux BASE US-Fwf Flagstaff - Wildfire, Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246052"
"US-GBT","Massman, Bill","AmeriFlux BASE US-GBT GLEES Brooklyn Tower, Ver. 1-1","2016","AmeriFlux AMP","10.17190/AMF/1375200","http://doi.org/10.17190/AMF/1375200","Bill Massman (2016), AmeriFlux BASE US-GBT GLEES Brooklyn Tower, Ver. 1-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1375200"
"US-GL1","Spence, Chris","AmeriFlux BASE US-GL1 Stannard Rock, Ver. 3-5","2024","AmeriFlux AMP","10.17190/AMF/2204057","http://doi.org/10.17190/AMF/2204057","Chris Spence (2024), AmeriFlux BASE US-GL1 Stannard Rock, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2204057"
"US-GL2","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-GLE","Frank, John M.; Massman, William J.; Ewers, Brent E.; Huckaby, Laurie S.; Negrón, José F.","Ecosystem CO<sub>2</sub>/H<sub>2</sub>O fluxes are explained by hydraulically limited gas exchange during tree mortality from spruce bark beetles","2014","American Geophysical Union (AGU)","10.1002/2013JG002597","http://doi.org/10.1002/2013JG002597","Frank, J. M., Massman, W. J., Ewers, B. E., Huckaby, L. S., Negrón, J. F. (2014) Ecosystem CO<sub>2</sub>/H<sub>2</sub>O fluxes are explained by hydraulically limited gas exchange during tree mortality from spruce bark beetles, Journal of Geophysical Research: Biogeosciences, 119(6), 1195-1215"
"US-Ha1","Urbanski, S.; Barford, C.; Wofsy, S.; Kucharik, C.; Pyle, E.; Budney, J.; McKain, K.; Fitzjarrald, D.; Czikowsky, M.; Munger, J. W.","Factors controlling CO<sub>2</sub> exchange on timescales from hourly to decadal at Harvard Forest","2007","American Geophysical Union (AGU)","10.1029/2006JG000293","http://doi.org/10.1029/2006JG000293","Urbanski, S., Barford, C., Wofsy, S., Kucharik, C., Pyle, E., Budney, J., McKain, K., Fitzjarrald, D., Czikowsky, M., Munger, J. W. (2007) Factors controlling CO<sub>2</sub> exchange on timescales from hourly to decadal at Harvard Forest, Journal of Geophysical Research: Biogeosciences, 112(G2)"
"US-Ha2","Hadley, Julian; Munger, J. William","AmeriFlux BASE US-Ha2 Harvard Forest Hemlock Site, Ver. 12-5","2024","AmeriFlux AMP","10.17190/AMF/1246060","http://doi.org/10.17190/AMF/1246060","Julian Hadley, J. William Munger (2024), AmeriFlux BASE US-Ha2 Harvard Forest Hemlock Site, Ver. 12-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246060"
"US-HB1, US-HB2, US-HB3","Forsythe, Jeremy D.; O’Halloran, Thomas L.; Kline, Michael A.","An Eddy Covariance Mesonet For Measuring Greenhouse Gas Fluxes in Coastal South Carolina","2020","MDPI AG","10.3390/DATA5040097","http://doi.org/10.3390/DATA5040097","Forsythe, J. D., O’Halloran, T. L., Kline, M. A. (2020) An Eddy Covariance Mesonet For Measuring Greenhouse Gas Fluxes in Coastal South Carolina, Data, 5(4), 97"
"US-HB4","O'Halloran, Tom","AmeriFlux BASE US-HB4 Minim Creek Brackish Impoundment, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001299","http://doi.org/10.17190/AMF/2001299","Tom O'Halloran (2023), AmeriFlux BASE US-HB4 Minim Creek Brackish Impoundment, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001299"
"US-HBK","Kelsey, Eric; Green, Mark","AmeriFlux BASE US-HBK Hubbard Brook Experimental Forest, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1634881","http://doi.org/10.17190/AMF/1634881","Eric Kelsey, Mark Green (2023), AmeriFlux BASE US-HBK Hubbard Brook Experimental Forest, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1634881"
"US-Hn1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Hn2","Liu, Heping; Huang, Maoyi; Chen, Xingyuan","AmeriFlux BASE US-Hn2 Hanford 100H grassland, Ver. 1-5","2019","AmeriFlux AMP","10.17190/AMF/1562389","http://doi.org/10.17190/AMF/1562389","Heping Liu, Maoyi Huang, Xingyuan Chen (2019), AmeriFlux BASE US-Hn2 Hanford 100H grassland, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562389"
"US-Hn3","Liu, Heping; Huang, Maoyi; Chen, Xingyuan","AmeriFlux BASE US-Hn3 Hanford 100H sagebrush, Ver. 1-5","2019","AmeriFlux AMP","10.17190/AMF/1543379","http://doi.org/10.17190/AMF/1543379","Heping Liu, Maoyi Huang, Xingyuan Chen (2019), AmeriFlux BASE US-Hn3 Hanford 100H sagebrush, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1543379"
"US-Ho1","Hollinger, David","AmeriFlux BASE US-Ho1 Howland Forest (main tower), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1246061","http://doi.org/10.17190/AMF/1246061","David Hollinger (2024), AmeriFlux BASE US-Ho1 Howland Forest (main tower), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246061"
"US-Ho2","Hollinger, David","AmeriFlux BASE US-Ho2 Howland Forest (west tower), Ver. 6-5","2024","AmeriFlux AMP","10.17190/AMF/1246062","http://doi.org/10.17190/AMF/1246062","David Hollinger (2024), AmeriFlux BASE US-Ho2 Howland Forest (west tower), Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246062"
"US-Ho3","Hollinger, David","AmeriFlux BASE US-Ho3 Howland Forest (harvest site), Ver. 2-1","2016","AmeriFlux AMP","10.17190/AMF/1246063","http://doi.org/10.17190/AMF/1246063","David Hollinger (2016), AmeriFlux BASE US-Ho3 Howland Forest (harvest site), Ver. 2-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246063"
"US-HRC, US-HRA","Runkle, Benjamin R. K.; Suvočarev, Kosana; Reba, Michele L.; Reavis, Colby W.; Smith, S. Faye; Chiu, Yin-Lin; Fong, Bryant","Methane Emission Reductions from the Alternate Wetting and Drying of Rice Fields Detected Using the Eddy Covariance Method","2018","American Chemical Society (ACS)","10.1021/ACS.EST.8B05535","http://doi.org/10.1021/ACS.EST.8B05535","Runkle, B. R. K., Suvočarev, K., Reba, M. L., Reavis, C. W., Smith, S. F., Chiu, Y., Fong, B. (2018) Methane Emission Reductions from the Alternate Wetting and Drying of Rice Fields Detected Using the Eddy Covariance Method, Environmental Science &amp; Technology, 53(2), 671-681"
"US-HRP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Hsm","Arias-Ortiz, Ariane; Szutu, Daphne; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Hsm Hill Slough Marsh, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1890483","http://doi.org/10.17190/AMF/1890483","Ariane Arias-Ortiz, Daphne Szutu, Joseph Verfaillie, Dennis Baldocchi (2024), AmeriFlux BASE US-Hsm Hill Slough Marsh, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1890483"
"US-HVs","Miyata, Akira; Harazono, Yoshinobu","AmeriFlux BASE US-HVs Happy Valley Wet Sedge Tundra, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/1964087","http://doi.org/10.17190/AMF/1964087","Akira Miyata, Yoshinobu Harazono (2023), AmeriFlux BASE US-HVs Happy Valley Wet Sedge Tundra, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1964087"
"US-HWB","Goslee, Sarah","AmeriFlux BASE US-HWB USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1811363","http://doi.org/10.17190/AMF/1811363","Sarah Goslee (2023), AmeriFlux BASE US-HWB USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1811363"
"US-IB1","Matamala, Roser","AmeriFlux BASE US-IB1 Fermi National Accelerator Laboratory- Batavia (Agricultural site), Ver. 8-5","2019","AmeriFlux AMP","10.17190/AMF/1246065","http://doi.org/10.17190/AMF/1246065","Roser Matamala (2019), AmeriFlux BASE US-IB1 Fermi National Accelerator Laboratory- Batavia (Agricultural site), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246065"
"US-IB2","Matamala, Roser","AmeriFlux BASE US-IB2 Fermi National Accelerator Laboratory- Batavia (Prairie site), Ver. 8-5","2019","AmeriFlux AMP","10.17190/AMF/1246066","http://doi.org/10.17190/AMF/1246066","Roser Matamala (2019), AmeriFlux BASE US-IB2 Fermi National Accelerator Laboratory- Batavia (Prairie site), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246066"
"US-ICh","Euskirchen, Eugenie; Shaver, Gaius; Bret-Harte, Syndonia","AmeriFlux BASE US-ICh Imnavait Creek Watershed Heath Tundra, Ver. 5-5","2024","AmeriFlux AMP","10.17190/AMF/1246133","http://doi.org/10.17190/AMF/1246133","Eugenie Euskirchen, Gaius Shaver, Syndonia Bret-Harte (2024), AmeriFlux BASE US-ICh Imnavait Creek Watershed Heath Tundra, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246133"
"US-ICs","Euskirchen, Eugenie; Shaver, Gaius; Bret-Harte, Syndonia","AmeriFlux BASE US-ICs Imnavait Creek Watershed Wet Sedge Tundra, Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1246130","http://doi.org/10.17190/AMF/1246130","Eugenie Euskirchen, Gaius Shaver, Syndonia Bret-Harte (2024), AmeriFlux BASE US-ICs Imnavait Creek Watershed Wet Sedge Tundra, Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246130"
"US-ICt","Euskirchen, Eugenie; Shaver, Gaius; Bret-Harte, Syndonia","AmeriFlux BASE US-ICt Imnavait Creek Watershed Tussock Tundra, Ver. 6-5","2024","AmeriFlux AMP","10.17190/AMF/1246131","http://doi.org/10.17190/AMF/1246131","Eugenie Euskirchen, Gaius Shaver, Syndonia Bret-Harte (2024), AmeriFlux BASE US-ICt Imnavait Creek Watershed Tussock Tundra, Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246131"
"US-IL1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
