# Citation information for the selected data product for each site selected.
# Newly published BASE and FLUXNET data products may not yet have a DOI for citation. Check the site's AmeriFlux Site Info webpage in a few days.
# Read more information about citing AmeriFlux data at the Data Policy webpage: https://ameriflux.lbl.gov/data/data-policy
# Citation information can also be acquired by making a Site Set (https://ameriflux.lbl.gov/sites/site-sets/) for your downloaded sites and use the "Download for Set: DOIs as ASCII" feature to acquire a list of DOI citations.
# Citation information can also be found on each site's AmeriFlux Site Info webpage. Access Site Info pages via Site Search: https://ameriflux.lbl.gov/sites/site-search/
site_id,author,title,publication_year,publisher,doi,doi_url,citation
"US-Mo2","Schreiner-McGraw, Adam","AmeriFlux BASE US-Mo2 LTAR CMRB Tucker Prairie (CMRB TP), Ver. 3-5","2024","AmeriFlux AMP","10.17190/AMF/1902276","http://doi.org/10.17190/AMF/1902276","Adam Schreiner-McGraw (2024), AmeriFlux BASE US-Mo2 LTAR CMRB Tucker Prairie (CMRB TP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1902276"
"US-Mo3","Schreiner-McGraw, Adam","AmeriFlux BASE US-Mo3 LTAR CMRB Field 3 (CMRB BAU), Ver. 3-5","2024","AmeriFlux AMP","10.17190/AMF/1870589","http://doi.org/10.17190/AMF/1870589","Adam Schreiner-McGraw (2024), AmeriFlux BASE US-Mo3 LTAR CMRB Field 3 (CMRB BAU), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1870589"
"US-MOz","Wood, Jeffrey; Gu, Lianhong","AmeriFlux BASE US-MOz Missouri Ozark Site, Ver. 11-5","2022","AmeriFlux AMP","10.17190/AMF/1246081","http://doi.org/10.17190/AMF/1246081","Jeffrey Wood, Lianhong Gu (2022), AmeriFlux BASE US-MOz Missouri Ozark Site, Ver. 11-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246081"
"US-Mpj","Litvak, Marcy","AmeriFlux BASE US-Mpj Mountainair Pinyon-Juniper Woodland, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1246123","http://doi.org/10.17190/AMF/1246123","Marcy Litvak (2024), AmeriFlux BASE US-Mpj Mountainair Pinyon-Juniper Woodland, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246123"
"US-MSR","Stoy, Paul","AmeriFlux BASE US-MSR Montana Sun River winter wheat , Ver. 3-5","2022","AmeriFlux AMP","10.17190/AMF/1617717","http://doi.org/10.17190/AMF/1617717","Paul Stoy (2022), AmeriFlux BASE US-MSR Montana Sun River winter wheat , Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617717"
"US-MtB","Barron-Gafford, Greg","AmeriFlux BASE US-MtB Mt Bigelow, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1579717","http://doi.org/10.17190/AMF/1579717","Greg Barron-Gafford (2022), AmeriFlux BASE US-MtB Mt Bigelow, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579717"
"US-MVF","Stoy, Paul","AmeriFlux BASE US-MVF Montana Vaughn Fallow, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1829507","http://doi.org/10.17190/AMF/1829507","Paul Stoy (2021), AmeriFlux BASE US-MVF Montana Vaughn Fallow, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1829507"
"US-MVW","Stoy, Paul","AmeriFlux BASE US-MVW Montana Vaughn Wheat, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1829508","http://doi.org/10.17190/AMF/1829508","Paul Stoy (2021), AmeriFlux BASE US-MVW Montana Vaughn Wheat, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1829508"
"US-Myb","Matthes, Jaclyn Hatala; Sturtevant, Cove; Oikawa, Patty; Chamberlain, Samuel D; Szutu, Daphne; Arias-Ortiz, Ariane; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Myb Mayberry Wetland, Ver. 14-5","2024","AmeriFlux AMP","10.17190/AMF/1246139","http://doi.org/10.17190/AMF/1246139","Jaclyn Hatala Matthes, Cove Sturtevant, Patty Oikawa, Samuel D Chamberlain, Daphne Szutu, Ariane Arias-Ortiz, Joseph Verfaillie, Dennis Baldocchi (2024), AmeriFlux BASE US-Myb Mayberry Wetland, Ver. 14-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246139"
"US-NC1, US-NC2","Domec, J.-C.; Ogee, J.; Noormets, A.; Jouangy, J.; Gavazzi, M.; Treasure, E.; Sun, G.; McNulty, S. G.; King, J. S.","Interactive effects of nocturnal transpiration and climate change on the root hydraulic redistribution and carbon and water budgets of southern United States pine plantations","2012","Oxford University Press (OUP)","10.1093/TREEPHYS/TPS018","http://doi.org/10.1093/TREEPHYS/TPS018","Domec, J., Ogee, J., Noormets, A., Jouangy, J., Gavazzi, M., Treasure, E., Sun, G., McNulty, S. G., King, J. S. (2012) Interactive effects of nocturnal transpiration and climate change on the root hydraulic redistribution and carbon and water budgets of southern United States pine plantations, Tree Physiology, 32(6), 707-723"
"US-NC3","Noormets, Asko; Gavazzi, Michael; Aguilos, Maricar; King, John; Mitra, Bhaskar; Domec, Jean-Christophe","AmeriFlux BASE US-NC3 NC_Clearcut#3, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1419506","http://doi.org/10.17190/AMF/1419506","Asko Noormets, Michael Gavazzi, Maricar Aguilos, John King, Bhaskar Mitra, Jean-Christophe Domec (2022), AmeriFlux BASE US-NC3 NC_Clearcut#3, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1419506"
"US-NC4","Noormets, Asko; King, John; Mitra, Bhaskar; Miao, Guofang; Aguilos, Maricar; Minick, Kevan; Prajapati, Prajaya; Domec, Jean-Christophe","AmeriFlux BASE US-NC4 NC_AlligatorRiver, Ver. 5-5","2022","AmeriFlux AMP","10.17190/AMF/1480314","http://doi.org/10.17190/AMF/1480314","Asko Noormets, John King, Bhaskar Mitra, Guofang Miao, Maricar Aguilos, Kevan Minick, Prajaya Prajapati, Jean-Christophe Domec (2022), AmeriFlux BASE US-NC4 NC_AlligatorRiver, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1480314"
"US-Ne1","Suyker, Andy","AmeriFlux BASE US-Ne1 Mead - irrigated continuous maize site, Ver. 18-5","2024","AmeriFlux AMP","10.17190/AMF/1246084","http://doi.org/10.17190/AMF/1246084","Andy Suyker (2024), AmeriFlux BASE US-Ne1 Mead - irrigated continuous maize site, Ver. 18-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246084"
"US-Ne2","Suyker, Andy","AmeriFlux BASE US-Ne2 Mead - irrigated maize-soybean rotation site, Ver. 18-5","2024","AmeriFlux AMP","10.17190/AMF/1246085","http://doi.org/10.17190/AMF/1246085","Andy Suyker (2024), AmeriFlux BASE US-Ne2 Mead - irrigated maize-soybean rotation site, Ver. 18-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246085"
"US-Ne3","Suyker, Andy","AmeriFlux BASE US-Ne3 Mead - rainfed maize-soybean rotation site, Ver. 18-5","2024","AmeriFlux AMP","10.17190/AMF/1246086","http://doi.org/10.17190/AMF/1246086","Andy Suyker (2024), AmeriFlux BASE US-Ne3 Mead - rainfed maize-soybean rotation site, Ver. 18-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246086"
"US-NGB","Torn, Margaret; Dengel, Sigrid","AmeriFlux BASE US-NGB NGEE Arctic Barrow, Ver. 5-5","2023","AmeriFlux AMP","10.17190/AMF/1436326","http://doi.org/10.17190/AMF/1436326","Margaret Torn, Sigrid Dengel (2023), AmeriFlux BASE US-NGB NGEE Arctic Barrow, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1436326"
"US-NGC","Torn, Margaret; Dengel, Sigrid","AmeriFlux BASE US-NGC NGEE Arctic Council, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1634883","http://doi.org/10.17190/AMF/1634883","Margaret Torn, Sigrid Dengel (2023), AmeriFlux BASE US-NGC NGEE Arctic Council, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1634883"
"US-NMj","Chen, Jiquan","AmeriFlux BASE US-NMj Northern Michigan Jack Pine Stand, Ver. 3-5","2019","AmeriFlux AMP","10.17190/AMF/1246087","http://doi.org/10.17190/AMF/1246087","Jiquan Chen (2019), AmeriFlux BASE US-NMj Northern Michigan Jack Pine Stand, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246087"
"US-NP1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-NP2","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-NR1","Burns, S. P.; Blanken, P. D.; Turnipseed, A. A.; Hu, J.; Monson, R. K.","The influence of warm-season precipitation on the diel cycle of the surface energy balance and carbon dioxide at a Colorado subalpine forest site","2015","Copernicus GmbH","10.5194/BG-12-7349-2015","http://doi.org/10.5194/BG-12-7349-2015","Burns, S. P., Blanken, P. D., Turnipseed, A. A., Hu, J., Monson, R. K. (2015) The influence of warm-season precipitation on the diel cycle of the surface energy balance and carbon dioxide at a Colorado subalpine forest site, Biogeosciences, 12(23), 7349-7377"
"US-NR3","Knowles, John","AmeriFlux BASE US-NR3 Niwot Ridge Alpine (T-Van West), Ver. 5-5","2024","AmeriFlux AMP","10.17190/AMF/1804491","http://doi.org/10.17190/AMF/1804491","John Knowles (2024), AmeriFlux BASE US-NR3 Niwot Ridge Alpine (T-Van West), Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1804491"
"US-NR4","Knowles, John","AmeriFlux BASE US-NR4 Niwot Ridge Alpine (T-Van East), Ver. 5-5","2024","AmeriFlux AMP","10.17190/AMF/1804492","http://doi.org/10.17190/AMF/1804492","John Knowles (2024), AmeriFlux BASE US-NR4 Niwot Ridge Alpine (T-Van East), Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1804492"
"US-Nrf","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Nrs","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-OF1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-OF2","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Oho","Noormets, Asko; McNulty, Steve G.; DeForest, Jared L.; Sun, Ge; Li, Qinglin; Chen, Jiquan","Drought during canopy development has lasting effect on annual carbon balance in a deciduous temperate forest","2008","Wiley","10.1111/J.1469-8137.2008.02501.X","http://doi.org/10.1111/J.1469-8137.2008.02501.X","Noormets, A., McNulty, S. G., DeForest, J. L., Sun, G., Li, Q., Chen, J. (2008) Drought during canopy development has lasting effect on annual carbon balance in a deciduous temperate forest, New Phytologist, 179(3), 818-828"
"US-ONA","Silveira, Maria L.; Bracho, Rosvel","AmeriFlux BASE US-ONA Florida pine flatwoods, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1660350","http://doi.org/10.17190/AMF/1660350","Maria L. Silveira, Rosvel Bracho (2024), AmeriFlux BASE US-ONA Florida pine flatwoods, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660350"
"US-ORv","Bohrer, Gil","AmeriFlux BASE US-ORv Olentangy River Wetland Research Park, Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246135","http://doi.org/10.17190/AMF/1246135","Gil Bohrer (2020), AmeriFlux BASE US-ORv Olentangy River Wetland Research Park, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246135"
"US-OWC","Rey-Sanchez, A.C.; Morin, T.H.; Stefanik, K.C.; Wrighton, K.; Bohrer, G.","Determining total emissions and environmental drivers of methane flux in a Lake Erie estuarine marsh","2018","Elsevier BV","10.1016/J.ECOLENG.2017.06.042","http://doi.org/10.1016/J.ECOLENG.2017.06.042","Rey-Sanchez, A., Morin, T., Stefanik, K., Wrighton, K., Bohrer, G. (2018) Determining total emissions and environmental drivers of methane flux in a Lake Erie estuarine marsh, Ecological Engineering, 114, 7-15"
"US-PAS","Bracho, Rosvel; Silveira, Maria L.","AmeriFlux BASE US-PAS Florida, Paspalum notatum pasture, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1870590","http://doi.org/10.17190/AMF/1870590","Rosvel Bracho, Maria L. Silveira (2023), AmeriFlux BASE US-PAS Florida, Paspalum notatum pasture, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1870590"
"US-PeA","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-PFa","Desai, Ankur R.; Xu, Ke; Tian, Hanqin; Weishampel, Peter; Thom, Jonathan; Baumann, Dan; Andrews, Arlyn E.; Cook, Bruce D.; King, Jennifer Y.; Kolka, Randall","Landscape-level terrestrial methane flux observed from a very tall tower","2015","Elsevier BV","10.1016/J.AGRFORMET.2014.10.017","http://doi.org/10.1016/J.AGRFORMET.2014.10.017","Desai, A. R., Xu, K., Tian, H., Weishampel, P., Thom, J., Baumann, D., Andrews, A. E., Cook, B. D., King, J. Y., Kolka, R. (2015) Landscape-level terrestrial methane flux observed from a very tall tower, Agricultural and Forest Meteorology, 201, 61-75"
"US-PFb","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFb NW1 Pine-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717850","http://doi.org/10.17190/AMF/1717850","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFb NW1 Pine-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717850"
"US-PFc","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFc NW2 Aspen-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717851","http://doi.org/10.17190/AMF/1717851","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFc NW2 Aspen-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717851"
"US-PFd","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFd NW3 Tussock-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717852","http://doi.org/10.17190/AMF/1717852","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFd NW3 Tussock-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717852"
"US-PFe","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFe NW4 Lake-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717853","http://doi.org/10.17190/AMF/1717853","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFe NW4 Lake-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717853"
"US-PFf","Desai, Ankur; Butterworth, Brian; Thom, Jonathan; Stoy, Paul","AmeriFlux BASE US-PFf NW5 Grass-1 CHEESEHEAD 2019, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1890484","http://doi.org/10.17190/AMF/1890484","Ankur Desai, Brian Butterworth, Jonathan Thom, Paul Stoy (2022), AmeriFlux BASE US-PFf NW5 Grass-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1890484"
"US-PFg","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFg NE1 Pine-2 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717854","http://doi.org/10.17190/AMF/1717854","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFg NE1 Pine-2 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717854"
"US-PFh","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFh NE2 Pine-3 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717855","http://doi.org/10.17190/AMF/1717855","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFh NE2 Pine-3 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717855"
"US-PFi","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFi NE3 Hardwood-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717856","http://doi.org/10.17190/AMF/1717856","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFi NE3 Hardwood-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717856"
"US-PFj","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFj NE4 Maple-1 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717857","http://doi.org/10.17190/AMF/1717857","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFj NE4 Maple-1 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717857"
"US-PFk","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFk SW1 Aspen-2 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717858","http://doi.org/10.17190/AMF/1717858","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFk SW1 Aspen-2 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717858"
"US-PFL","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFL SW2 Aspen-3 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717859","http://doi.org/10.17190/AMF/1717859","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFL SW2 Aspen-3 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717859"
"US-PFm","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFm SW3 Hardwood-2 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717860","http://doi.org/10.17190/AMF/1717860","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFm SW3 Hardwood-2 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717860"
"US-PFn","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFn SW4 Hardwood-3 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717861","http://doi.org/10.17190/AMF/1717861","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFn SW4 Hardwood-3 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717861"
"US-PFo","Desai, Ankur; Butterworth, Brian; Thom, Jonathan; Stoy, Paul","AmeriFlux BASE US-PFo SE1 Lake-2 CHEESEHEAD 2019, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1880912","http://doi.org/10.17190/AMF/1880912","Ankur Desai, Brian Butterworth, Jonathan Thom, Paul Stoy (2022), AmeriFlux BASE US-PFo SE1 Lake-2 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1880912"
"US-PFp","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFp SE2 Hardwood-4 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717862","http://doi.org/10.17190/AMF/1717862","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFp SE2 Hardwood-4 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717862"
"US-PFq","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFq SE3 Aspen-4 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717863","http://doi.org/10.17190/AMF/1717863","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFq SE3 Aspen-4 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717863"
"US-PFr","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFr SE4 Tussock-2 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717864","http://doi.org/10.17190/AMF/1717864","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFr SE4 Tussock-2 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717864"
"US-PFs","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFs SE5 Aspen-5 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717865","http://doi.org/10.17190/AMF/1717865","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFs SE5 Aspen-5 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717865"
"US-PFt","Desai, Ankur; Butterworth, Brian; Oncley, Steven","AmeriFlux BASE US-PFt SE6 Pine-4 CHEESEHEAD 2019, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1717866","http://doi.org/10.17190/AMF/1717866","Ankur Desai, Brian Butterworth, Steven Oncley (2020), AmeriFlux BASE US-PFt SE6 Pine-4 CHEESEHEAD 2019, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1717866"
"US-PHM","Giblin, Anne","AmeriFlux BASE US-PHM Plum Island High Marsh, Ver. 3-5","2021","AmeriFlux AMP","10.17190/AMF/1543377","http://doi.org/10.17190/AMF/1543377","Anne Giblin (2021), AmeriFlux BASE US-PHM Plum Island High Marsh, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1543377"
"US-PiU","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-PLM","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-PLo","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Pnp","Desai, Ankur","AmeriFlux BASE US-Pnp Lake Mendota, Picnic Point Site, Ver. 8-5","2023","AmeriFlux AMP","10.17190/AMF/1433376","http://doi.org/10.17190/AMF/1433376","Ankur Desai (2023), AmeriFlux BASE US-Pnp Lake Mendota, Picnic Point Site, Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1433376"
"US-Prr","Nakai, Taro; Kim, Yongwon; Busey, Robert C.; Suzuki, Rikie; Nagai, Shin; Kobayashi, Hideki; Park, Hotaek; Sugiura, Konosuke; Ito, Akihiko","Characteristics of evapotranspiration from a permafrost black spruce forest in interior Alaska","2013","Elsevier BV","10.1016/J.POLAR.2013.03.003","http://doi.org/10.1016/J.POLAR.2013.03.003","Nakai, T., Kim, Y., Busey, R. C., Suzuki, R., Nagai, S., Kobayashi, H., Park, H., Sugiura, K., Ito, A. (2013) Characteristics of evapotranspiration from a permafrost black spruce forest in interior Alaska, Polar Science, 7(2), 136-148"
"US-PSH","Anderson, Ray G.","AmeriFlux BASE US-PSH USSL San Joaquin Valley Pistachio High, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1617719","http://doi.org/10.17190/AMF/1617719","Ray G. Anderson (2020), AmeriFlux BASE US-PSH USSL San Joaquin Valley Pistachio High, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617719"
"US-PSL","Anderson, Ray G.","AmeriFlux BASE US-PSL USSL San Joaquin Valley Pistachio Low, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1617720","http://doi.org/10.17190/AMF/1617720","Ray G. Anderson (2020), AmeriFlux BASE US-PSL USSL San Joaquin Valley Pistachio Low, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617720"
"US-Px1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Px2","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Px3","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Px4","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-RC1","Lamb, Brian; Pressley, Shelley","AmeriFlux BASE US-RC1 Cook Agronomy Farm - No Till, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498748","http://doi.org/10.17190/AMF/1498748","Brian Lamb, Shelley Pressley (2021), AmeriFlux BASE US-RC1 Cook Agronomy Farm - No Till, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498748"
"US-RC2","Lamb, Brian; Pressley, Shelley","AmeriFlux BASE US-RC2 Cook Agronomy Farm - Conventional Till, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498747","http://doi.org/10.17190/AMF/1498747","Brian Lamb, Shelley Pressley (2021), AmeriFlux BASE US-RC2 Cook Agronomy Farm - Conventional Till, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498747"
"US-RC3","Lamb, Brian; Pressley, Shelley","AmeriFlux BASE US-RC3 WSU Lind Dryland Research Station, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498749","http://doi.org/10.17190/AMF/1498749","Brian Lamb, Shelley Pressley (2021), AmeriFlux BASE US-RC3 WSU Lind Dryland Research Station, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498749"
"US-RC4","Lamb, Brian; Pressley, Shelley","AmeriFlux BASE US-RC4 Moscow Mountain on-farm site, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498750","http://doi.org/10.17190/AMF/1498750","Brian Lamb, Shelley Pressley (2021), AmeriFlux BASE US-RC4 Moscow Mountain on-farm site, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498750"
